title,body,labels,status,milestones
[30pt] Project Management,Ultimately drive the completion of the effort and communicate about the status clearly and proactively,task,open,version 0.1
[30pt] Direction,Offer direction to task assignees and clarify any pending questions,task,open,version 0.1
[10pt] Accessibility - Audio,Research into the best practices for game accessibility - Audio
[2pt] Concept Art/Designer - Hairstyle (Style 02),Design hairstyle in an appropriate style
[2pt] Concept Art/Designer - Hairstyle (Style 03),Design hairstyle in an appropriate style
[2pt] Concept Art/Designer - Hairstyle (Style 04),Design hairstyle in an appropriate style
[2pt] Concept Art/Designer - Hairstyle (Style 05),Design hairstyle in an appropriate style
[20pt] Concept Art/Designer (Additional Jewelry),Design individual jewelry pieces in an appropriate style
[10pt] Authenticity Consulting - Catawba,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Cayuga,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Cherokee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Chickasaw,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Choctaw,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Delaware,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Huron,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Meherrin,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Miami,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Mohawk,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Mohican,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Monacan,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Muskogee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Nanticoke,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Oneida,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Onondaga,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Osage,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Peoria,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Seneca,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Shawnee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[10pt] Authenticity Consulting - Tuscarora,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Clothing,Consult on and review work related to Appalachian Clothing
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Shelter,Consult on and review work related to Appalachian Shelter
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Crafting Tools,Consult on and review work related to Appalachian Crafting Tools
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Weapons,Consult on and review work related to Appalachian Weapons
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Archery,Consult on and review work related to Appalachian Archery
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Knapping,Consult on and review work related to Appalachian Knapping
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Bowmaking,Consult on and review work related to Appalachian Bowmaking
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Hunting,Consult on and review work related to Appalachian Hunting
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Tracking,Consult on and review work related to Appalachian Tracking
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Animal Processing,Consult on and review work related to Appalachian Animal Processing
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Cooking,Consult on and review work related to Appalachian Cooking
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Medicine,Consult on and review work related to Appalachian Medicine
[1pt] Outreach & Booking - Authenticity Consultant - Appalachian Animal Behavior,Consult on and review work related to Appalachian Animal Behavior
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 01),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 02),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 03),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 04),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 05),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 06),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 07),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 08),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 09),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Necklace (Style 10),Design necklace in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Earrings (Style 01),Design earrings in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Earrings (Style 02),Design earrings in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Earrings (Style 03),Design earrings in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Earrings (Style 04),Design earrings in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Earrings (Style 05),Design earrings in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Cuffs (Style 01),Design cuffs in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Cuffs (Style 02),Design cuffs in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Cuffs (Style 03),Design cuffs in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Cuffs (Style 04),Design cuffs in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Cuffs (Style 05),Design cuffs in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Adornments (Style 01),Design equipment adornments in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Adornments (Style 02),Design equipment adornments in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Adornments (Style 03),Design equipment adornments in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Adornments (Style 04),Design equipment adornments in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Adornments (Style 05),Design equipment adornments in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Hairstyle (Style 01),Design hairstyle in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Hairstyle (Style 02),Design hairstyle in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Hairstyle (Style 03),Design hairstyle in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Hairstyle (Style 04),Design hairstyle in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer - Hairstyle (Style 05),Design hairstyle in an appropriate style
[1pt] Outreach & Booking - Concept Art/Designer (Additional Jewelry),Design individual jewelry pieces in an appropriate style
[2pt] Outreach & Booking - Authenticity Consultant - Catawba,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Cayuga,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Cherokee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Chickasaw,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Choctaw,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Delaware,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Huron,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Meherrin,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Miami,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Mohawk,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Mohican,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Monacan,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Muskogee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Nanticoke,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Oneida,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Onondaga,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Osage,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Peoria,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Seneca,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Shawnee,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[2pt] Outreach & Booking - Authenticity Consultant - Tuscarora,Consult on and review work related to the history and culture to ensure authenticity and ideal representation
[20pt] Authenticity Consultant - Appalachian Clothing,Consult on and review work related to Appalachian Clothing
[20pt] Authenticity Consultant - Appalachian Shelter,Consult on and review work related to Appalachian Shelter
[30pt] Authenticity Consultant - Appalachian Crafting Tools,Consult on and review work related to Appalachian Crafting Tools
[20pt] Authenticity Consultant - Appalachian Weapons,Consult on and review work related to Appalachian Weapons
[10pt] Authenticity Consultant - Appalachian Archery,Consult on and review work related to Appalachian Archery
[10pt] Authenticity Consultant - Appalachian Knapping,Consult on and review work related to Appalachian Knapping
[10pt] Authenticity Consultant - Appalachian Bowmaking,Consult on and review work related to Appalachian Bowmaking
[10pt] Authenticity Consultant - Appalachian Boatmaking,Consult on and review work related to Appalachian Boatmaking
[10pt] Authenticity Consultant - Appalachian Hunting,Consult on and review work related to Appalachian Hunting
[10pt] Authenticity Consultant - Appalachian Tracking,Consult on and review work related to Appalachian Tracking
[10pt] Authenticity Consultant - Appalachian Animal Processing,Consult on and review work related to Appalachian Animal Processing
[10pt] Authenticity Consultant - Appalachian Cooking,Consult on and review work related to Appalachian Cooking
[10pt] Authenticity Consultant - Appalachian Medicine,Consult on and review work related to Appalachian Medicine
[5pt] Concept Art - Technology - Arrows,Create the concept art for Arrows,task,open,version 0.1
[5pt] Concept Art - Technology - Arrows,Create the concept art for Arrowheads,task,open,version 0.1
[5pt] Concept Art - Technology - Atlatl,Create the concept art for Atlatl,task,open,version 0.1
[5pt] Concept Art - Technology - Bags,Create the concept art for Bags,task,open,version 0.1
[5pt] Concept Art - Technology - Blowpipe,Create the concept art for Blowpipe,task,open,version 0.1
[5pt] Concept Art - Technology - Bows,Create the concept art for Bows,task,open,version 0.1
[5pt] Concept Art - Technology - Dugout Boat,Create the concept art for Dugout Boat,task,open,version 0.1
[5pt] Concept Art - Technology - Clubs,Create the concept art for Clubs,task,open,version 0.1
[5pt] Concept Art - Technology - Feathers,Create the concept art for Feathers,task,open,version 0.1
[5pt] Concept Art - Technology - Hatchet,Create the concept art for Hatchet,task,open,version 0.1
[5pt] Concept Art - Technology - Knives,Create the concept art for Knives,task,open,version 0.1
[5pt] Concept Art - Technology - Other Tools,Create the concept art for Other Tools,task,open,version 0.1
[5pt] Concept Art - Technology - Quivers,Create the concept art for Quivers,task,open,version 0.1
[5pt] Concept Art - Technology - Sheaths,Create the concept art for Sheaths,task,open,version 0.1
[5pt] Concept Art - Technology - Spears,Create the concept art for Spears,task,open,version 0.1
